date,product,type,amount,price,shares,fee,notes
2024-09-03,470007,buy,500.0,0.965,517.62,0.5,
2024-09-10,470007,buy,300.0,0.946,316.81,0.3,
2024-10-10,470007,sell,232.06,1.118,208.61,1.17,
2025-01-15,470007,dividend,16.9,,,,现金分红
2025-07-14,470007,dividend,0.0,,15.45,,红利再投资
2025-08-18,470007,sell,256.5,1.206,213.76,1.29,
2026-01-16,470007,dividend,0.0,,20.42,,红利再投资
