date,product,type,amount,price,shares,fee,notes
2026-03-04,009505,buy,10000.0,2.4192,4133.6,0.0,富国上海金ETF联接C
2026-03-24,009505,buy,5000.0,1.976,2530.36,0.0,富国上海金ETF联接C
2026-03-30,009505,sell,3540.52,2.1273,1665.99,3.54,富国上海金ETF联接C
2026-04-01,009505,sell,3669.84,2.205,1665.99,3.67,富国上海金ETF联接C
2026-04-08,009505,sell,1855.27,2.2273,833.0,0.07,富国上海金ETF联接C
2026-04-16,009505,sell,776.32,2.2267,348.99,0.78,富国上海金ETF联接C
2026-05-28,009505,buy,2500.0,2.0148,1240.82,0.0,富国上海金ETF联接C
