date,product,type,amount,price,shares,fee,notes
2024-11-28,900019,buy,2000.0,1.2038,1661.41,0.0,中信证券六个月滚动持有债券 (已转型为026025)
2025-11-26,900019,sell,2032.9,1.2236,1661.41,0.0,转型为026025，全额转出
