date,product,type,amount,price,shares,fee,notes
2024-07-25,161226,buy,100.0,0.907,110.14,0.1,国投瑞银白银期货(LOF)A
2024-07-25,161226,buy,100.0,0.907,110.14,0.1,国投瑞银白银期货(LOF)A
2024-08-07,161226,buy,50.0,0.8433,59.23,0.05,国投瑞银白银期货(LOF)A
2025-12-23,161226,sell,257.64,1.8527,139.76,1.29,国投瑞银白银期货(LOF)A
