date,product,type,amount,price,shares,fee,notes
2024-06-21,000218,buy,200.0,2.0371,98.11,0.14,国泰黄金ETF联接A
2025-12-23,000218,sell,178.3,3.6361,49.06,0.09,国泰黄金ETF联接A
