date,product,type,amount,price,shares,fee,notes
2025-03-31,006220,buy,731.1,1.2657,577.63,0.0,工银上证50ETF联接A
2025-08-18,006220,sell,262.29,1.3691,192.54,1.32,工银上证50ETF联接A
2026-06-02,006220,buy,150.0,1.4244,105.2,0.15,工银上证50ETF联接A 超卖加仓
