date,product,type,amount,price,shares,fee,notes
2025-03-31,007605,buy,247.49,1.3541,182.77,0.0,嘉实沪深300红利低波动ETF联接A
2025-05-20,007605,dividend,5.9,1.3583,0.0,0.0,现金分红
2025-08-15,007605,dividend,5.59,1.3293,0.0,0.0,现金分红
2025-11-17,007605,dividend,5.08,1.3030,0.0,0.0,现金分红
2026-04-16,007605,dividend,4.02,1.2701,0.0,0.0,现金分红
