date,product,type,amount,price,shares,fee,notes
2023-11-06,000217,buy,200.0,1.6531,120.98,0.0,华安黄金ETF联接C
2024-04-24,000217,sell,102.94,1.9063,54.0,0.0,华安黄金ETF联接C
